stock_code,entry_date,month,trend,style,buy_price,exit_price,support,exit_reason_daily,original_pnl,optimized_entry,optimized_pnl,is_optimized,opt_reason,pattern_type,touch_count,skip_entry,skip_reason,early_warning_entry_day,warning_reason_entry,early_exit_triggered,early_exit_price,early_exit_pnl,early_exit_reason,has_60m_data
bj920895,2025-02-26,2025-02,RANGE,deep_pullback,15.68,17.55,16.0561,initial_stop,0.11926020408163263,15.68,0.11926020408163263,False,"当日未触及支撑区 (support=16.06, tol=1.5%, day_low=15.51)",,0,False,,True,60m收盘跌破支撑0.5%且未收回 (support=16.06),False,,,,True
bj920146,2025-03-01,2025-03,UP,deep_pullback,9.5,10.5,8.6815,initial_tp,0.10526315789473695,,0.0,False,开盘高开3.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920273,2025-03-02,2025-03,UP,deep_pullback,20.760937890341808,19.217193592393755,18.26782546225655,initial_stop,-0.07435811937312409,20.760937890341808,-0.07435811937312409,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920010,2025-02-27,2025-02,RANGE,deep_pullback,11.314991897583493,10.940344362696898,11.270547245753797,dynamic_stop,-0.03311072056239006,11.314991897583493,-0.03311072056239006,False,反转pinbar出现但价格未优于原价 (opt=11.68 vs orig=11.31),pinbar,2,False,,False,,False,,,,True
bj920837,2025-02-27,2025-02,UP,deep_pullback,14.642887936259491,13.159411241830242,13.598697879918026,dynamic_stop,-0.10131039046988721,,0.0,False,开盘高开5.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920706,2025-02-27,2025-02,UP,deep_pullback,18.342231601509653,23.592142180000724,18.20050958682989,initial_tp,0.28621983914209115,18.342231601509653,0.28621983914209115,False,触及支撑后未出现有效反转形态,,1,False,,False,,False,,,,True
bj920924,2025-02-27,2025-02,UP,shallow_pullback,35.199422944513294,31.988996255783693,34.42912395797969,dynamic_stop,-0.09120679886685545,35.199422944513294,-0.09120679886685545,False,触及支撑后未出现有效反转形态,,2,False,,False,,False,,,,True
bj920152,2025-03-07,2025-03,UP,shallow_pullback,24.0,22.0,19.731900000000003,initial_stop,-0.08333333333333337,,0.0,False,开盘高开13.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开13.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920171,2025-03-01,2025-03,UP,shallow_pullback,33.12,31.8,26.106,initial_tp,-0.03985507246376807,,0.0,False,开盘高开26.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开26.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920508,2025-02-28,2025-02,UP,shallow_pullback,31.90530391018196,33.80255516840882,32.30612930700735,dynamic_stop,0.05946507400675127,,0.0,False,开盘高开19.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开19.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920026,2025-03-01,2025-03,RANGE,deep_pullback,19.44792672675255,22.230227000952933,17.905334929157906,initial_tp,0.1430641072075336,,0.0,False,开盘高开54.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开54.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920092,2025-03-01,2025-03,UP,deep_pullback,57.27309218203035,51.54977829638273,49.37212228704784,initial_stop,-0.0999302406696897,,0.0,False,开盘高开16.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开16.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920839,2025-03-01,2025-03,UP,deep_pullback,24.640184225676453,30.739122625215884,22.780343120322392,initial_tp,0.24751999999999974,,0.0,False,开盘高开9.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920152,2025-03-07,2025-03,UP,shallow_pullback,22.04,22.0,19.731900000000003,initial_stop,-0.001814882032667886,,0.0,False,开盘高开13.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开13.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920455,2025-03-01,2025-03,RANGE,deep_pullback,9.755678599867148,11.24317810915382,9.689996803353193,initial_tp,0.1524752475247524,9.755678599867148,0.1524752475247524,False,"当日未触及支撑区 (support=9.69, tol=1.5%, day_low=8.84)",,0,False,,False,,False,,,,True
bj920508,2025-03-01,2025-03,UP,shallow_pullback,32.725512969415405,33.5374370886566,32.288482384823844,initial_stop,0.024810126582278658,,0.0,False,开盘高开19.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开19.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920299,2025-03-01,2025-03,UP,deep_pullback,13.653665534170305,17.641089130111787,13.21757812702249,initial_tp,0.2920405209840806,13.529999732971191,0.3038499244846473,True,pinbar反转，入场价 13.53 < 13.65 (改善0.91%),pinbar,3,False,,False,,False,,,,True
bj920152,2025-03-09,2025-03,UP,shallow_pullback,20.81,22.0,19.731900000000003,initial_stop,0.0571840461316675,20.81,0.0571840461316675,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920810,2025-03-05,2025-03,UP,deep_pullback,14.071428571428571,15.96,13.094142857142856,initial_tp,0.13421319796954312,,0.0,False,开盘高开48.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开48.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920810,2025-03-05,2025-03,UP,deep_pullback,13.928571428571429,15.96,13.094142857142856,initial_tp,0.14584615384615396,,0.0,False,开盘高开48.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开48.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920651,2025-03-07,2025-03,RANGE,deep_pullback,27.379898679792447,32.75352365433115,25.318777058165143,initial_tp,0.19626168224299056,,0.0,False,开盘高开3.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920527,2025-03-12,2025-03,UP,deep_pullback,18.54746205241308,19.738404352620652,18.46614607404645,initial_stop,0.06421052631578905,18.54746205241308,0.06421052631578905,False,触及支撑后未出现有效反转形态,,2,False,,True,60m收盘跌破支撑0.5%且未收回 (support=18.47),False,,,,True
bj920455,2025-03-06,2025-03,UP,deep_pullback,11.204541758263256,11.374541702181736,11.41124623552777,initial_stop,0.015172413793103745,11.204541758263256,0.015172413793103745,False,反转pinbar出现但价格未优于原价 (opt=11.71 vs orig=11.20),pinbar,2,False,,False,,False,,,,True
bj920906,2025-03-11,2025-03,UP,deep_pullback,28.77312399413832,28.72351515966566,26.740153957449024,initial_stop,-0.0017241379310347638,,0.0,False,开盘高开10.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开10.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920145,2025-03-06,2025-03,UP,shallow_pullback,16.1,18.936,14.6564,initial_tp,0.17614906832298116,,0.0,False,开盘高开9.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920541,2025-03-07,2025-03,UP,deep_pullback,15.626952566172816,15.612932122748958,14.88026658966204,initial_stop,-0.000897196261682387,,0.0,False,开盘高开7.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920152,2025-03-09,2025-03,UP,shallow_pullback,22.39,22.0,19.731900000000003,initial_stop,-0.017418490397498876,22.39,-0.017418490397498876,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920837,2025-03-08,2025-03,UP,deep_pullback,17.73427195456974,22.25796493183376,17.807244122776247,initial_tp,0.25508196721311505,17.73427195456974,0.25508196721311505,False,反转pinbar出现但价格未优于原价 (opt=19.20 vs orig=17.73),pinbar,1,False,,False,,False,,,,True
bj920810,2025-03-07,2025-03,UP,deep_pullback,13.692857142857145,14.45714285714286,13.665857142857142,initial_stop,0.055816379760041945,,0.0,False,开盘高开40.3% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开40.3% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920001,2025-03-15,2025-03,UP,shallow_pullback,25.63877324739712,22.79442538423401,22.903937732275654,dynamic_stop,-0.11093931194433693,,0.0,False,开盘高开5.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920089,2025-03-12,2025-03,UP,deep_pullback,13.142464849937747,11.927678959706643,12.068366350619034,dynamic_stop,-0.09243212016175628,,0.0,False,开盘高开50.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开50.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920870,2025-03-11,2025-03,UP,deep_pullback,21.62887641608017,20.848656673217004,20.57706119310641,dynamic_stop,-0.036073059360730686,,0.0,False,开盘高开7.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920374,2025-03-12,2025-03,UP,deep_pullback,42.90982244443047,38.76433100530295,37.47848127489954,dynamic_stop,-0.09660938225731552,,0.0,False,开盘高开7.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
sh601177,2025-03-12,2025-03,UP,shallow_pullback,21.927432652421547,21.050335346324687,17.504171135686022,initial_stop,-0.039999999999999925,,0.0,False,开盘高开20.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开20.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920300,2025-03-11,2025-03,UP,deep_pullback,16.3,19.98,16.278,initial_tp,0.2257668711656442,16.280000686645508,0.22727267550975006,True,pinbar反转，入场价 16.28 < 16.30 (改善0.12%),pinbar,4,False,,False,,False,,,,True
bj920001,2025-03-14,2025-03,UP,deep_pullback,27.155098066435297,22.89472085592464,23.62493531779871,dynamic_stop,-0.15689051094890505,27.155098066435297,-0.15689051094890505,False,"当日未触及支撑区 (support=23.62, tol=1.5%, day_low=24.01)",,0,False,,False,,False,,,,True
bj920145,2025-03-12,2025-03,UP,shallow_pullback,16.79,21.0,16.0195,initial_tp,0.2507444907683145,,0.0,False,开盘高开4.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开4.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920263,2025-03-14,2025-03,UP,deep_pullback,16.41,15.0,14.4238,dynamic_stop,-0.08592321755027421,16.41,-0.08592321755027421,False,触及支撑后未出现有效反转形态,,4,False,,False,,False,,,,True
bj920026,2025-03-20,2025-03,UP,shallow_pullback,25.70986329324404,19.933948799967297,19.398725796587257,dynamic_stop,-0.22465753424657542,,0.0,False,开盘高开58.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开58.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920006,2025-03-20,2025-03,UP,deep_pullback,34.19634615159952,26.569464283968724,26.585914421330283,dynamic_stop,-0.22303206997084546,,0.0,False,开盘高开12.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开12.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920455,2025-03-20,2025-03,UP,deep_pullback,12.759654881608418,9.304019657956466,9.62214171210164,initial_stop,-0.2708251324753974,,0.0,False,开盘高开16.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开16.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920943,2025-03-20,2025-03,UP,shallow_pullback,23.285270467836256,21.50171783625731,19.591830226608188,initial_stop,-0.07659574468085095,,0.0,False,开盘高开9.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920145,2025-03-13,2025-03,UP,shallow_pullback,17.5,20.472,15.9704,initial_tp,0.16982857142857144,,0.0,False,开盘高开9.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920026,2025-03-21,2025-03,UP,deep_pullback,24.87165131190266,19.581758891840668,19.993821084348827,dynamic_stop,-0.21268762390257712,,0.0,False,开盘高开47.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开47.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920000,2025-03-20,2025-03,UP,deep_pullback,30.753404486860585,24.46630540179362,24.394241011337428,initial_stop,-0.20443587270973962,,0.0,False,开盘高开9.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开9.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920396,2025-03-20,2025-03,UP,deep_pullback,21.638985300122503,23.877501020824827,17.42933212535729,initial_tp,0.10344827586206873,,0.0,False,开盘高开33.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开33.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920553,2025-03-14,2025-03,UP,deep_pullback,13.413280802068446,12.467156660262,12.333122406839422,dynamic_stop,-0.07053637031594417,,0.0,False,开盘高开10.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开10.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920455,2025-03-20,2025-03,UP,deep_pullback,12.585791302600883,10.624996494904812,9.802042220935824,dynamic_stop,-0.15579432079815825,,0.0,False,开盘高开14.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开14.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920943,2025-03-14,2025-03,UP,deep_pullback,22.74029605263157,24.17704678362573,22.85176809210526,dynamic_stop,0.06318082788671053,22.74029605263157,0.06318082788671053,False,触及支撑后未出现有效反转形态,,2,False,,True,60m收盘跌破支撑0.5%且未收回 (support=22.85),False,,,,True
bj920422,2025-03-20,2025-03,UP,shallow_pullback,15.163104190684038,15.178756427267968,11.822819077194318,initial_tp,0.0010322580645161228,,0.0,False,开盘高开19.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开19.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920634,2025-03-16,2025-03,UP,deep_pullback,32.69220788774512,30.918365750156035,31.10466872326595,dynamic_stop,-0.054258866323128374,32.69220788774512,-0.054258866323128374,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920026,2025-03-19,2025-03,UP,deep_pullback,23.31497191798295,19.849423222016902,20.35939420898427,dynamic_stop,-0.14864048338368596,,0.0,False,开盘高开55.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开55.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920576,2025-03-19,2025-03,UP,deep_pullback,34.799541809851085,35.76995189003436,26.12003894616265,initial_tp,0.02788571428571429,,0.0,False,开盘高开16.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开16.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920422,2025-03-20,2025-03,UP,deep_pullback,17.902245592872124,15.178756427267968,12.19945101999518,initial_tp,-0.15213114754098378,,0.0,False,开盘高开16.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开16.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920000,2025-03-20,2025-03,UP,deep_pullback,28.183206747682267,24.46630540179362,23.90185043676638,initial_stop,-0.13188354963170823,,0.0,False,开盘高开11.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开11.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920871,2025-03-21,2025-03,UP,deep_pullback,16.732955354445743,13.910209316334589,14.27278617812645,dynamic_stop,-0.16869381279746165,,0.0,False,开盘高开12.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开12.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920781,2025-03-22,2025-03,UP,shallow_pullback,11.13616893787204,10.845739104121508,8.855840946315116,initial_stop,-0.026079869600651784,,0.0,False,开盘高开19.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开19.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920471,2025-03-21,2025-03,UP,shallow_pullback,20.864652561752383,19.793304444397155,15.819155373710656,initial_tp,-0.051347517730496395,,0.0,False,开盘高开6.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开6.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920576,2025-03-21,2025-03,UP,deep_pullback,31.369301260022908,35.76995189003436,26.593809851088203,initial_tp,0.140285261489699,31.369301260022908,0.140285261489699,False,触及支撑后未出现有效反转形态,,1,False,,False,,False,,,,True
bj920553,2025-03-22,2025-03,UP,shallow_pullback,12.467156660262,10.348232801007985,9.535157366643071,dynamic_stop,-0.1699604743083004,,0.0,False,开盘高开11.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开11.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920221,2025-03-22,2025-03,UP,deep_pullback,22.49521072796935,16.752796934865902,15.50165421455939,initial_stop,-0.2552727272727273,,0.0,False,开盘高开33.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开33.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920871,2025-03-23,2025-03,UP,deep_pullback,17.573585052315835,15.485283908133288,14.376980016994032,dynamic_stop,-0.11883182275931525,17.573585052315835,-0.11883182275931525,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920422,2025-03-22,2025-03,UP,deep_pullback,15.838106893366104,15.178756427267968,12.45184333491108,initial_tp,-0.04163063619518248,,0.0,False,开盘高开5.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开5.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920694,2025-03-21,2025-03,UP,deep_pullback,16.883874417549904,18.15576310046348,14.709347833082704,initial_tp,0.07533156498673765,,0.0,False,开盘高开34.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开34.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920519,2025-03-23,2025-03,UP,deep_pullback,14.677474628119793,12.582091325639713,12.099859420746515,dynamic_stop,-0.14276184122748514,14.677474628119793,-0.14276184122748514,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920943,2025-03-22,2025-03,UP,shallow_pullback,24.67247807017544,21.50171783625731,19.797434210526315,initial_stop,-0.12851405622489964,,0.0,False,开盘高开4.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开4.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920873,2025-03-22,2025-03,UP,deep_pullback,6.93,5.49,5.4295,dynamic_stop,-0.20779220779220775,,0.0,False,开盘高开11.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开11.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920781,2025-03-22,2025-03,UP,deep_pullback,11.490130297755506,10.845739104121508,9.07502471147372,initial_stop,-0.05608214849921023,,0.0,False,开盘高开16.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开16.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920639,2025-03-21,2025-03,UP,deep_pullback,8.59,10.896,7.3375,initial_tp,0.2684516880093133,8.59,0.2684516880093133,False,触及支撑后未出现有效反转形态,,1,False,,False,,False,,,,True
bj920427,2025-03-20,2025-03,UP,deep_pullback,16.232180657854528,14.460101618231192,14.587682599133476,initial_stop,-0.10917073170731695,,0.0,False,开盘高开6.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开6.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920370,2025-03-22,2025-03,UP,shallow_pullback,5.03,4.5,4.308,dynamic_stop,-0.10536779324055667,,0.0,False,开盘高开8.2% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开8.2% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920471,2025-03-21,2025-03,UP,deep_pullback,18.74365951173973,19.793304444397155,16.12349321367759,initial_tp,0.05600000000000005,,0.0,False,开盘高开4.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开4.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920547,2025-03-22,2025-03,UP,shallow_pullback,23.388144329896907,21.848797250859107,20.221558419243983,dynamic_stop,-0.06581740976645434,,0.0,False,开盘高开6.9% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开6.9% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920300,2025-03-22,2025-03,UP,deep_pullback,19.51,17.03,14.8,initial_stop,-0.12711430035879034,,0.0,False,开盘高开17.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开17.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920873,2025-03-22,2025-03,UP,deep_pullback,7.0,5.49,5.4212,dynamic_stop,-0.21571428571428564,,0.0,False,开盘高开11.4% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开11.4% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920422,2025-03-22,2025-03,UP,deep_pullback,15.30006126079344,15.178756427267968,12.700322590681,initial_tp,-0.007928388746803017,,0.0,False,开盘高开3.6% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开3.6% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920260,2025-03-23,2025-03,UP,deep_pullback,14.163560755904012,12.86282558444344,12.26400565180437,dynamic_stop,-0.09183673469387743,14.163560755904012,-0.09183673469387743,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920802,2025-03-23,2025-03,UP,deep_pullback,17.596539266089092,14.51733591210129,15.069758747072305,dynamic_stop,-0.17498914459400794,17.596539266089092,-0.17498914459400794,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920768,2025-03-23,2025-03,UP,deep_pullback,8.144949066213922,6.805087315061849,6.890415352898375,dynamic_stop,-0.16450216450216437,8.144949066213922,-0.16450216450216437,False,60分钟数据为空,,0,False,,False,,False,,,,False
bj920717,2025-03-25,2025-03,UP,deep_pullback,13.403581936620895,10.581250323478251,11.3676137428998,dynamic_stop,-0.21056547619047628,13.403581936620895,-0.21056547619047628,False,触及支撑后K线不足,,1,False,,True,60m收盘跌破支撑0.5%且未收回 (support=11.37),False,,,,True
bj920833,2025-03-27,2025-03,UP,shallow_pullback,22.397185527718538,18.216771013322237,17.596102411302454,dynamic_stop,-0.18664909969257792,,0.0,False,开盘高开17.1% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开17.1% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920405,2025-03-22,2025-03,UP,deep_pullback,23.80537547467463,20.694276299905045,20.270376006240568,dynamic_stop,-0.13068893528183712,,0.0,False,开盘高开8.5% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开8.5% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920509,2025-03-22,2025-03,UP,deep_pullback,23.5454852646569,24.60503210156646,19.208210666529894,initial_tp,0.04499999999999993,,0.0,False,开盘高开8.8% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开8.8% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920571,2025-03-27,2025-03,UP,deep_pullback,8.217165668662675,6.890538922155689,6.8336127744510975,dynamic_stop,-0.1614457831325301,,0.0,False,开盘高开13.7% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开13.7% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920786,2025-03-22,2025-03,UP,shallow_pullback,9.52,10.08,8.894000000000002,initial_stop,0.05882352941176472,,0.0,False,开盘高开7.0% (>3%)，远离支撑，放弃当日入场,,0,True,开盘高开7.0% (>3%)，远离支撑，放弃当日入场,False,,False,,,,True
bj920571,2025-04-01,2025-04,UP,deep_pullback,8.43497005988024,6.011401197604791,7.0717125748503,dynamic_stop,-0.28732394366197167,8.43497005988024,-0.28732394366197167,False,触及支撑后未出现有效反转形态,,3,False,,True,60m收盘跌破支撑0.5%且未收回 (support=7.07),False,,,,True
bj920634,2025-03-25,2025-03,UP,deep_pullback,30.12558714117767,32.09167809144402,31.10466872326595,dynamic_stop,0.06526315789473736,30.12558714117767,0.06526315789473736,False,"当日未触及支撑区 (support=31.10, tol=1.5%, day_low=30.25)",,0,False,,False,,False,,,,True
bj920634,2025-04-01,2025-04,UP,deep_pullback,34.88225879504784,24.25109764864803,27.5703625871143,dynamic_stop,-0.3047727272727273,28.360000610351562,-0.1448837402423665,True,pinbar反转，入场价 28.36 < 34.88 (改善18.70%),pinbar,3,False,,False,,False,,,,True
sz002052,2025-03-28,2025-03,RANGE,deep_pullback,6.55,5.98,5.891166666666667,dynamic_stop,-0.08702290076335872,6.55,-0.08702290076335872,False,触及支撑后未出现有效反转形态,,5,False,,False,,False,,,,True
