signal_idx,stock_code,t0_date,zone_tag,dd_tier,position_ratio,trend_tag,golden_trend_t0,status,target_entry_price,actual_entry_price,entry_day_idx,tp_price,sl_price,exit_price,exit_day_idx,exit_reason,pnl
3987,sz000547,2026-01-27,main_wave,5~10%,0.6626,neutral,22.2262,simulated,27.863682000000004,27.863682000000004,0.0,32.750971822800004,24.634281256200005,32.750971822800004,5.0,tp,0.1754
3988,sz300639,2026-01-27,main_wave,>20%,0.4303,bull_aligned,5.3565,observe_expire,5.436,,,,,,,observe_expire,
3989,sh603601,2026-01-27,main_wave,0~3%,0.6145,neutral,8.4472,observe_expire,10.372112999999999,,,,,,,observe_expire,
3990,sh601212,2026-01-27,high_trap,>20%,1.0,bull_aligned,4.992,high_trap_skip,,,,,,,,,
3991,sz001331,2026-01-27,high_trap,10~15%,0.8894,bull_aligned,34.466,high_trap_skip,,,,,,,,,
3992,sz002218,2026-01-27,high_zone,10~15%,0.7464,bull_aligned,3.6163,observe_expire,5.186999999999999,,,,,,,observe_expire,
3993,sz300751,2026-01-27,high_trap,>20%,1.0,bull_aligned,148.7858,high_trap_skip,,,,,,,,,
3994,sh603078,2026-01-27,high_trap,>20%,1.0,bull_aligned,17.3077,high_trap_skip,,,,,,,,,
3995,bj920414,2026-01-28,main_wave,10~15%,0.6316,bull_aligned,10.3919,simulated,16.27008,16.27008,0.0,18.40146048,14.416917888,18.40146048,4.0,tp,0.131
3996,bj920471,2026-01-28,high_zone,15~20%,0.799,bull_aligned,11.3218,simulated,17.933435,17.933435,0.0,20.792024539,16.028904203,20.792024539,0.0,tp,0.1594
3997,bj920368,2026-01-28,high_trap,>20%,0.8185,bull_aligned,23.8052,high_trap_skip,,,,,,,,,
3998,bj920634,2026-01-28,main_wave,>20%,0.6774,bull_aligned,21.2162,simulated,28.86318,28.86318,1.0,33.969076542,25.460211078,25.460211078,17.0,sl,-0.1179
3999,sz001270,2026-01-28,high_trap,>20%,1.0,bull_aligned,89.8177,high_trap_skip,,,,,,,,,
4000,sh603061,2026-01-28,high_trap,10~15%,0.8558,bull_aligned,101.2168,high_trap_skip,,,,,,,,,
4001,sh688270,2026-01-28,high_trap,>20%,0.9119,bull_aligned,103.5693,high_trap_skip,,,,,,,,,
4002,sh688668,2026-01-28,high_trap,>20%,0.919,bull_aligned,90.3745,high_trap_skip,,,,,,,,,
4003,bj920427,2026-01-28,main_wave,10~15%,0.3511,bull_aligned,11.1249,simulated,14.7288,14.7288,8.0,16.6582728,13.05118968,13.619999885559082,21.0,expire,-0.07528108973174441
4004,sz000603,2026-01-28,high_trap,>20%,1.0,bull_aligned,28.7585,high_trap_skip,,,,,,,,,
4005,sz300639,2026-01-28,high_trap,>20%,1.0,bull_aligned,5.3487,high_trap_skip,,,,,,,,,
4006,sz002218,2026-01-28,high_trap,15~20%,0.9457,bull_aligned,3.6474,high_trap_skip,,,,,,,,,
4007,sz002119,2026-01-28,main_wave,>20%,0.683,bull_aligned,15.652,observe_expire,20.213820000000002,,,,,,,observe_expire,
4008,bj920207,2026-01-29,main_wave,10~15%,0.358,bull_aligned,19.3934,simulated,29.2312416,29.2312416,3.0,33.0605342496,25.901803181760002,33.0605342496,14.0,tp,0.131
4009,bj920088,2026-01-29,main_wave,>20%,0.6651,bull_aligned,26.6123,observe_expire,36.162,,,,,,,observe_expire,
4010,bj920471,2026-01-29,main_wave,>20%,0.5766,bull_aligned,11.2641,observe_expire,15.328170000000002,,,,,,,observe_expire,
4011,bj920414,2026-01-29,high_zone,5~10%,0.7596,bull_aligned,10.2452,simulated,18.278,18.278,0.0,21.904355199999998,16.4428888,16.4428888,0.0,sl,-0.1004
4012,bj920227,2026-01-29,main_wave,>20%,0.4272,bull_aligned,49.9769,observe_expire,72.49977,,,,,,,observe_expire,
4013,bj920021,2026-01-29,high_trap,15~20%,0.8156,bull_aligned,5.8426,high_trap_skip,,,,,,,,,
4014,bj920368,2026-01-29,high_trap,>20%,0.8816,bull_aligned,23.5889,high_trap_skip,,,,,,,,,
4015,bj920019,2026-01-29,main_wave,>20%,0.6688,bull_aligned,18.1687,observe_expire,21.861,,,,,,,observe_expire,
4016,sh601388,2026-01-29,high_trap,10~15%,0.879,bull_aligned,2.852,high_trap_skip,,,,,,,,,
4017,sh600696,2026-01-29,abyss_bottom,10~15%,0.0,bear_aligned,2.4846,simulated,2.0176,2.0176,0.0,2.2976428799999997,1.7662070399999998,1.7999999523162842,21.0,expire,-0.107850935608503
4018,sh600481,2026-01-29,high_trap,15~20%,0.8506,bull_aligned,5.5547,high_trap_skip,,,,,,,,,
4019,sz301500,2026-01-29,main_wave,10~15%,0.6063,bull_aligned,15.0654,observe_expire,16.042080000000002,,,,,,,observe_expire,
4020,sh600343,2026-01-29,main_wave,10~15%,0.5563,neutral,28.7845,observe_expire,31.13568,,,,,,,observe_expire,
4021,sh601069,2026-01-29,high_trap,>20%,0.9627,bull_aligned,24.8278,high_trap_skip,,,,,,,,,
4022,bj920564,2026-01-29,main_wave,15~20%,0.4635,bull_aligned,16.113,observe_expire,22.79727,,,,,,,observe_expire,
4023,sz000603,2026-01-29,high_trap,>20%,0.9755,bull_aligned,29.1603,high_trap_skip,,,,,,,,,
4024,sz300164,2026-01-29,high_trap,>20%,0.9006,bull_aligned,5.0738,high_trap_skip,,,,,,,,,
4025,sz002716,2026-01-29,high_trap,>20%,0.8957,bull_aligned,7.2194,high_trap_skip,,,,,,,,,
4026,sz300785,2026-01-29,high_zone,>20%,0.7053,bull_aligned,37.6822,simulated,64.818215,64.818215,4.0,75.150238471,57.934520567,57.934520567,12.0,sl,-0.1062
4027,sz002155,2026-01-30,high_trap,5~10%,1.0,bull_aligned,20.061,high_trap_skip,,,,,,,,,
4028,bj920471,2026-01-30,high_zone,>20%,0.7189,bull_aligned,11.1418,simulated,17.301685,17.301685,3.0,20.059573589,15.464246053,15.464246053,14.0,sl,-0.1062
4029,bj920088,2026-01-30,high_zone,5~10%,0.7977,bull_aligned,26.4407,simulated,44.2225,44.2225,0.0,52.99624399999999,39.782560999999994,52.99624399999999,10.0,tp,0.1984
4030,sh601388,2026-01-30,high_trap,10~15%,1.0,bull_aligned,2.8682,high_trap_skip,,,,,,,,,
4031,sh600696,2026-01-30,abyss_bottom,10~15%,0.0,bear_aligned,2.4346,simulated,1.9205999999999999,1.9205999999999999,2.0,2.18717928,1.6812932399999998,2.18717928,8.0,tp,0.1388
4032,sz301611,2026-01-30,high_zone,15~20%,0.7764,bull_aligned,84.6554,simulated,118.626595,118.626595,0.0,137.535674243,106.028450611,117.27862847618334,21.0,expire,-0.011363105581987387
4033,bj920438,2026-01-30,main_wave,>20%,0.6382,bull_aligned,33.5176,observe_expire,41.940000000000005,,,,,,,observe_expire,
4034,bj920087,2026-01-30,main_wave,10~15%,0.5689,bull_aligned,14.6853,observe_expire,16.1154048,,,,,,,observe_expire,
4035,sz301486,2026-01-30,high_trap,10~15%,0.9674,bull_aligned,98.7104,high_trap_skip,,,,,,,,,
4036,sz000547,2026-01-30,main_wave,3~5%,0.5772,neutral,21.9945,observe_expire,25.7826,,,,,,,observe_expire,
4037,sz002165,2026-01-30,high_trap,15~20%,0.8832,bull_aligned,7.1293,high_trap_skip,,,,,,,,,
4038,sh688583,2026-01-30,main_wave,0~3%,0.3607,neutral,83.4501,observe_expire,90.3846,,,,,,,observe_expire,
4039,sz001270,2026-01-30,high_trap,>20%,1.0,bull_aligned,94.6986,high_trap_skip,,,,,,,,,
4040,sz300785,2026-01-30,main_wave,>20%,0.671,bull_aligned,38.1509,observe_expire,59.8023,,,,,,,observe_expire,
4041,bj920394,2026-01-30,high_zone,15~20%,0.7233,bull_aligned,35.8756,simulated,55.4325,55.4325,1.0,64.2684405,49.5455685,49.5455685,15.0,sl,-0.1062
4042,sz002995,2026-01-30,high_trap,>20%,0.8728,bull_aligned,16.0695,high_trap_skip,,,,,,,,,
4043,sh688416,2026-01-30,high_trap,>20%,0.9256,bull_aligned,51.6704,high_trap_skip,,,,,,,,,
4044,sh688365,2026-01-30,main_wave,>20%,0.58,bull_aligned,15.476,observe_expire,22.815,,,,,,,observe_expire,
4045,sz301396,2026-01-30,high_trap,>20%,0.9553,bull_aligned,40.5472,high_trap_skip,,,,,,,,,
4046,sz300385,2026-01-30,high_trap,5~10%,0.8506,bull_aligned,5.6503,high_trap_skip,,,,,,,,,
4047,sz002931,2026-02-02,high_trap,>20%,1.0,bull_aligned,34.3056,high_trap_skip,,,,,,,,,
4048,bj920046,2026-02-02,main_wave,5~10%,0.5749,bull_aligned,11.7897,observe_expire,22.571855460000002,,,,,,,observe_expire,
4049,sh600550,2026-02-02,main_wave,5~10%,0.6656,bull_aligned,10.1729,observe_expire,13.401465000000002,,,,,,,observe_expire,
4050,sz002969,2026-02-02,high_trap,15~20%,0.9846,bull_aligned,9.9933,high_trap_skip,,,,,,,,,
4051,sh688583,2026-02-02,high_trap,3~5%,1.0,bull_aligned,83.1568,high_trap_skip,,,,,,,,,
4052,sz002165,2026-02-02,high_trap,10~15%,1.0,bull_aligned,7.1815,high_trap_skip,,,,,,,,,
4053,sz000995,2026-02-02,high_trap,10~15%,0.9806,bull_aligned,11.8974,high_trap_skip,,,,,,,,,
4054,sz300342,2026-02-02,high_zone,>20%,0.7212,neutral,31.67,simulated,47.331754999999994,47.331754999999994,5.0,54.87643674699999,42.305122618999995,42.305122618999995,14.0,sl,-0.1062
4055,sh601388,2026-02-02,high_trap,5~10%,0.9167,bull_aligned,2.903,high_trap_skip,,,,,,,,,
4056,sh688335,2026-02-02,high_zone,15~20%,0.7622,neutral,25.6691,observe_expire,33.453395,,,,,,,observe_expire,
4057,bj920087,2026-02-02,main_wave,15~20%,0.6754,bull_aligned,14.4896,simulated,18.810360000000003,18.810360000000003,2.0,22.137912684000003,16.592618556,22.137912684000003,14.0,tp,0.1769
4058,sz300427,2026-02-02,main_wave,15~20%,0.5863,neutral,10.0422,observe_expire,12.492,,,,,,,observe_expire,
4059,sh605255,2026-02-02,main_wave,>20%,0.5171,neutral,122.586,observe_expire,109.53216,,,,,,,observe_expire,
4060,sz002131,2026-02-02,high_trap,>20%,0.8382,bull_aligned,5.745,high_trap_skip,,,,,,,,,
4061,sz002842,2026-02-02,high_zone,5~10%,0.7864,bull_aligned,13.4914,observe_expire,24.814,,,,,,,observe_expire,
4062,sh601869,2026-02-02,high_trap,0~3%,1.0,bull_aligned,92.559,high_trap_skip,,,,,,,,,
4063,sz002995,2026-02-02,high_trap,>20%,1.0,bull_aligned,16.4491,high_trap_skip,,,,,,,,,
4064,bj920471,2026-02-03,high_trap,>20%,0.8684,bull_aligned,10.9851,high_trap_skip,,,,,,,,,
4065,bj920368,2026-02-03,high_zone,>20%,0.7061,bull_aligned,24.1061,simulated,54.5395,54.5395,1.0,63.23309629999999,48.7474051,63.23309629999999,2.0,tp,0.1594
4066,bj920438,2026-02-03,high_zone,>20%,0.713,bull_aligned,33.4671,observe_expire,47.233999999999995,,,,,,,observe_expire,
4067,sh688523,2026-02-03,main_wave,10~15%,0.5242,neutral,41.2068,observe_expire,54.7656,,,,,,,observe_expire,
4068,bj920021,2026-02-03,high_trap,>20%,0.8782,bull_aligned,5.9921,high_trap_skip,,,,,,,,,
4069,sz002931,2026-02-03,high_trap,>20%,1.0,bull_aligned,34.3056,high_trap_skip,,,,,,,,,
4070,bj920414,2026-02-03,main_wave,15~20%,0.3812,bull_aligned,10.1416,observe_expire,13.59,,,,,,,observe_expire,
4071,sh600550,2026-02-03,main_wave,5~10%,0.6656,bull_aligned,10.1729,observe_expire,13.401465000000002,,,,,,,observe_expire,
4072,sz002943,2026-02-03,high_trap,>20%,0.8713,bull_aligned,32.9638,high_trap_skip,,,,,,,,,
4073,sz300342,2026-02-03,high_zone,>20%,0.7212,neutral,31.67,simulated,47.331754999999994,47.331754999999994,4.0,54.87643674699999,42.305122618999995,42.305122618999995,13.0,sl,-0.1062
4074,sh603172,2026-02-03,high_trap,>20%,1.0,bull_aligned,16.9852,high_trap_skip,,,,,,,,,
4075,bj920207,2026-02-03,main_wave,5~10%,0.3184,neutral,20.0357,simulated,29.0835468,29.0835468,0.0,34.18480090872,25.712763725880002,34.18480090872,11.0,tp,0.1754
4076,sh600330,2026-02-03,high_trap,5~10%,0.8377,neutral,10.2446,high_trap_skip,,,,,,,,,
4077,sz300986,2026-02-03,high_zone,>20%,0.7714,bull_aligned,15.4991,simulated,35.4825,35.4825,4.0,41.1384105,31.714258500000003,31.714258500000003,5.0,sl,-0.1062
4078,sh688583,2026-02-03,high_trap,15~20%,1.0,bull_aligned,83.1568,high_trap_skip,,,,,,,,,
4079,sz002491,2026-02-03,high_trap,10~15%,1.0,bull_aligned,5.2401,high_trap_skip,,,,,,,,,
4080,bj920438,2026-02-04,main_wave,>20%,0.6453,bull_aligned,33.4376,observe_expire,42.714,,,,,,,observe_expire,
4081,bj920414,2026-02-04,main_wave,>20%,0.4013,bull_aligned,10.1268,observe_expire,13.788,,,,,,,observe_expire,
4082,sh600696,2026-02-04,abyss_bottom,10~15%,0.0364,bear_aligned,2.3009,simulated,2.0079,2.0079,0.0,2.28659652,1.7577156599999997,1.7577156599999997,20.0,sl,-0.1246
4083,sh603618,2026-02-04,main_wave,3~5%,0.5982,bull_aligned,7.3252,observe_expire,9.6418,,,,,,,observe_expire,
4084,sz002155,2026-02-04,high_trap,10~15%,0.809,bull_aligned,21.1032,high_trap_skip,,,,,,,,,
4085,sz002165,2026-02-04,high_zone,>20%,0.7829,bull_aligned,7.2002,simulated,11.827499999999999,11.827499999999999,5.0,13.712803499999998,10.5714195,12.09000015258789,21.0,expire,0.02219405221626647
4086,sh600986,2026-02-04,high_trap,>20%,0.9368,bull_aligned,7.7692,high_trap_skip,,,,,,,,,
4087,sh600841,2026-02-04,high_zone,10~15%,0.789,bull_aligned,5.938,observe_expire,8.341,,,,,,,observe_expire,
4088,sh688223,2026-02-04,main_wave,10~15%,0.568,neutral,5.1412,observe_expire,5.63616,,,,,,,observe_expire,
4089,sz002943,2026-02-04,high_trap,>20%,0.83,bull_aligned,33.8473,high_trap_skip,,,,,,,,,
4090,sh688583,2026-02-04,high_trap,15~20%,0.9447,bull_aligned,83.0284,high_trap_skip,,,,,,,,,
4091,sh603926,2026-02-04,high_trap,>20%,0.9335,bull_aligned,16.1241,high_trap_skip,,,,,,,,,
4092,sh600330,2026-02-04,high_trap,5~10%,0.8852,neutral,10.2095,high_trap_skip,,,,,,,,,
4093,sz002931,2026-02-04,high_trap,>20%,0.9219,bull_aligned,36.7273,high_trap_skip,,,,,,,,,
4094,sh600481,2026-02-04,high_trap,>20%,0.8761,bull_aligned,5.8624,high_trap_skip,,,,,,,,,
4095,sh688726,2026-02-04,high_trap,10~15%,0.8079,bull_aligned,35.314,high_trap_skip,,,,,,,,,
4096,sz002218,2026-02-04,high_zone,>20%,0.7183,bull_aligned,3.9512,observe_expire,5.8709999999999996,,,,,,,observe_expire,
4097,bj920985,2026-02-04,abyss_bottom,10~15%,0.1707,neutral,6.8304,observe_expire,7.575699999999999,,,,,,,observe_expire,
4098,sh688516,2026-02-04,high_trap,>20%,0.89,bull_aligned,45.3881,high_trap_skip,,,,,,,,,
4099,sh603778,2026-02-04,main_wave,15~20%,0.414,neutral,12.2655,observe_expire,12.033,,,,,,,observe_expire,
4100,sz301362,2026-02-05,high_trap,15~20%,1.0,bull_aligned,27.6226,high_trap_skip,,,,,,,,,
4101,sh603061,2026-02-05,high_trap,15~20%,0.8299,bull_aligned,118.8769,high_trap_skip,,,,,,,,,
4102,sz002155,2026-02-05,high_trap,3~5%,0.9809,bull_aligned,21.4782,high_trap_skip,,,,,,,,,
4103,sz002969,2026-02-05,high_trap,>20%,0.927,bull_aligned,10.6807,high_trap_skip,,,,,,,,,
4104,sh688583,2026-02-05,high_trap,>20%,0.8704,bull_aligned,82.686,high_trap_skip,,,,,,,,,
4105,sz001316,2026-02-05,high_trap,>20%,1.0,bull_aligned,23.97,high_trap_skip,,,,,,,,,
4106,sz002165,2026-02-05,high_trap,15~20%,0.9701,bull_aligned,7.2526,high_trap_skip,,,,,,,,,
4107,sh600683,2026-02-05,high_zone,5~10%,0.7243,bull_aligned,3.9127,observe_expire,5.1775,,,,,,,observe_expire,
4108,bj920985,2026-02-05,bottom_start,10~15%,0.2747,bull_aligned,6.8449,observe_expire,7.953999999999999,,,,,,,observe_expire,
4109,sz002218,2026-02-05,high_zone,5~10%,0.7752,bull_aligned,4.0024,observe_expire,6.08,,,,,,,observe_expire,
4110,sh688416,2026-02-05,high_trap,>20%,0.8623,bull_aligned,55.6523,high_trap_skip,,,,,,,,,
4111,sz001331,2026-02-05,high_trap,15~20%,0.8305,neutral,38.1443,high_trap_skip,,,,,,,,,
4112,bj920765,2026-02-05,abyss_bottom,15~20%,0.1163,bear_aligned,17.8137,simulated,18.042582,18.042582,4.0,21.2938552764,15.8756679018,16.39076781863019,21.0,expire,-0.09155087566567843
4113,sz002931,2026-02-05,high_trap,>20%,0.9838,bull_aligned,39.113,high_trap_skip,,,,,,,,,
4114,bj920748,2026-02-05,bottom_start,10~15%,0.2115,bear_aligned,38.0476,observe_expire,40.3908,,,,,,,observe_expire,
4115,sz300671,2026-02-05,main_wave,>20%,0.609,bull_aligned,30.7663,simulated,44.37,44.37,9.0,52.219053,39.138777,39.7400016784668,21.0,expire,-0.10434974806250175
4116,bj920978,2026-02-05,bottom_start,15~20%,0.2472,bear_aligned,30.3703,observe_expire,28.190625,,,,,,,observe_expire,
4117,sh603618,2026-02-05,high_zone,0~3%,0.7719,bull_aligned,7.3683,observe_expire,10.3835,,,,,,,observe_expire,
4118,sz301362,2026-02-06,high_trap,15~20%,1.0,bull_aligned,28.0965,high_trap_skip,,,,,,,,,
4119,bj920046,2026-02-06,high_zone,5~10%,0.772,bull_aligned,12.6013,simulated,26.66707,26.66707,0.0,31.957816687999998,23.989696172,31.957816687999998,11.0,tp,0.1984
4120,sh603616,2026-02-06,main_wave,>20%,0.6326,bull_aligned,4.801,observe_expire,6.165,,,,,,,observe_expire,
4121,bj920471,2026-02-06,main_wave,>20%,0.5517,bull_aligned,10.8982,simulated,16.0785,16.0785,4.0,18.92278665,14.182844849999999,14.182844849999999,19.0,sl,-0.1179
4122,sz002634,2026-02-06,high_zone,5~10%,0.7621,neutral,4.7816,observe_expire,5.6905,,,,,,,observe_expire,
4123,sz002155,2026-02-06,high_trap,15~20%,0.8363,bull_aligned,21.8356,high_trap_skip,,,,,,,,,
4124,sh688726,2026-02-06,high_trap,>20%,0.8753,bull_aligned,35.7949,high_trap_skip,,,,,,,,,
4125,sh688583,2026-02-06,high_trap,>20%,0.9162,bull_aligned,83.1894,high_trap_skip,,,,,,,,,
4126,sz301529,2026-02-06,main_wave,>20%,0.6645,neutral,73.7428,observe_expire,82.86012000000001,,,,,,,observe_expire,
4127,sh603958,2026-02-06,high_trap,15~20%,0.8466,bull_aligned,12.1462,high_trap_skip,,,,,,,,,
4128,sz002931,2026-02-06,high_trap,>20%,0.9942,bull_aligned,41.3979,high_trap_skip,,,,,,,,,
4129,sz000510,2026-02-06,main_wave,3~5%,0.6777,neutral,11.1979,simulated,15.1223,15.1223,1.0,18.59589231,13.313672919999998,18.59589231,6.0,tp,0.2297
4130,sz002112,2026-02-06,high_trap,15~20%,0.941,bull_aligned,14.2915,high_trap_skip,,,,,,,,,
4131,sz002440,2026-02-06,high_trap,10~15%,0.9014,bull_aligned,7.809,high_trap_skip,,,,,,,,,
4132,sz002342,2026-02-06,high_trap,>20%,1.0,bull_aligned,8.6006,high_trap_skip,,,,,,,,,
4133,sz002218,2026-02-06,high_trap,>20%,0.9406,bull_aligned,4.0518,high_trap_skip,,,,,,,,,
4134,sz301362,2026-02-09,high_trap,15~20%,1.0,bull_aligned,29.3444,high_trap_skip,,,,,,,,,
4135,sz002155,2026-02-09,high_trap,15~20%,0.8381,bull_aligned,22.6361,high_trap_skip,,,,,,,,,
4136,bj920368,2026-02-09,high_zone,>20%,0.7374,bull_aligned,26.6651,simulated,55.916999999999994,55.916999999999994,8.0,64.8301698,49.9786146,49.9786146,8.0,sl,-0.1062
4137,sz301312,2026-02-09,high_trap,10~15%,1.0,bull_aligned,34.2691,high_trap_skip,,,,,,,,,
4138,sz002969,2026-02-09,high_trap,>20%,0.9383,bull_aligned,12.2341,high_trap_skip,,,,,,,,,
4139,bj920167,2026-02-09,main_wave,15~20%,0.3509,bull_aligned,16.0959,observe_expire,17.469,,,,,,,observe_expire,
4140,sz300058,2026-02-09,high_zone,>20%,0.7025,neutral,11.7805,simulated,18.0215,18.0215,5.0,20.8941271,16.1076167,16.1076167,13.0,sl,-0.1062
4141,sh688258,2026-02-09,main_wave,>20%,0.5668,neutral,86.3912,observe_expire,114.102,,,,,,,observe_expire,
4142,bj920179,2026-02-09,high_zone,>20%,0.713,bull_aligned,33.7092,simulated,49.2005,49.2005,9.0,57.0430597,43.9754069,43.9754069,13.0,sl,-0.1062
4143,sz002623,2026-02-09,high_trap,>20%,0.8895,bull_aligned,16.3049,high_trap_skip,,,,,,,,,
4144,sh603626,2026-02-09,high_trap,>20%,0.9157,bull_aligned,16.1828,high_trap_skip,,,,,,,,,
4145,sz002218,2026-02-09,high_trap,>20%,0.9143,bull_aligned,4.1606,high_trap_skip,,,,,,,,,
4146,sh688066,2026-02-09,abyss_bottom,>20%,0.0431,neutral,24.7769,observe_expire,22.9114,,,,,,,observe_expire,
4147,sh603163,2026-02-09,high_trap,10~15%,0.869,bull_aligned,66.4982,high_trap_skip,,,,,,,,,
4148,sz002342,2026-02-09,high_trap,>20%,0.9722,bull_aligned,9.0338,high_trap_skip,,,,,,,,,
4149,sz301636,2026-02-09,high_trap,>20%,0.9224,bull_aligned,45.4514,high_trap_skip,,,,,,,,,
4150,sz300912,2026-02-10,high_trap,>20%,1.0,bull_aligned,15.3374,high_trap_skip,,,,,,,,,
4151,sz301362,2026-02-10,high_trap,10~15%,1.0,bull_aligned,29.3444,high_trap_skip,,,,,,,,,
4152,bj920368,2026-02-10,high_zone,>20%,0.7374,bull_aligned,26.6651,simulated,55.916999999999994,55.916999999999994,7.0,64.8301698,49.9786146,49.9786146,7.0,sl,-0.1062
4153,sz002623,2026-02-10,high_trap,>20%,0.8895,bull_aligned,16.3049,high_trap_skip,,,,,,,,,
4154,sz002506,2026-02-10,high_trap,15~20%,1.0,bull_aligned,2.4246,high_trap_skip,,,,,,,,,
4155,sz300364,2026-02-10,main_wave,>20%,0.3333,neutral,23.6351,observe_expire,26.46,,,,,,,observe_expire,
4156,sh603163,2026-02-10,high_trap,10~15%,0.869,bull_aligned,66.4982,high_trap_skip,,,,,,,,,
4157,sh603103,2026-02-10,high_trap,>20%,0.9298,bull_aligned,17.469,high_trap_skip,,,,,,,,,
4158,sz002969,2026-02-10,high_trap,>20%,0.9383,bull_aligned,12.2341,high_trap_skip,,,,,,,,,
4159,sz002218,2026-02-10,high_trap,>20%,0.9143,bull_aligned,4.1606,high_trap_skip,,,,,,,,,
4160,sh688545,2026-02-10,high_trap,>20%,0.8534,bull_aligned,35.6551,high_trap_skip,,,,,,,,,
4161,sh600487,2026-02-10,high_trap,3~5%,0.9357,bull_aligned,25.0461,high_trap_skip,,,,,,,,,
4162,bj920438,2026-02-11,high_trap,>20%,0.8004,bull_aligned,34.071,high_trap_skip,,,,,,,,,
4163,sh603729,2026-02-11,high_trap,>20%,1.0,bull_aligned,15.4308,high_trap_skip,,,,,,,,,
4164,sz300912,2026-02-11,high_trap,>20%,1.0,bull_aligned,15.8333,high_trap_skip,,,,,,,,,
4165,sz002455,2026-02-11,high_trap,15~20%,1.0,bull_aligned,6.8565,high_trap_skip,,,,,,,,,
4166,sz300182,2026-02-11,high_trap,>20%,0.9663,neutral,5.189,high_trap_skip,,,,,,,,,
4167,sz002723,2026-02-11,high_zone,>20%,0.7022,bull_aligned,7.5216,simulated,9.12,9.12,7.0,10.573728,8.151456,8.619999885559082,21.0,expire,-0.054824573951854916
4168,sh688726,2026-02-11,high_trap,>20%,0.8502,bull_aligned,37.3711,high_trap_skip,,,,,,,,,
4169,sh605287,2026-02-11,high_trap,>20%,0.9461,bull_aligned,30.8836,high_trap_skip,,,,,,,,,
4170,sz000510,2026-02-11,main_wave,15~20%,0.6911,neutral,11.4672,observe_expire,14.22,,,,,,,observe_expire,
4171,sz301025,2026-02-11,high_zone,>20%,0.7088,bull_aligned,9.0049,observe_expire,10.98276,,,,,,,observe_expire,
4172,sz000892,2026-02-11,main_wave,>20%,0.685,neutral,6.2739,simulated,7.335000000000001,7.335000000000001,2.0,8.632561500000001,6.470203500000001,6.470203500000001,8.0,sl,-0.1179
4173,sh603980,2026-02-11,high_trap,>20%,1.0,bull_aligned,4.6544,high_trap_skip,,,,,,,,,
4174,sz002378,2026-02-11,high_trap,0~3%,0.9354,bull_aligned,15.3104,high_trap_skip,,,,,,,,,
4175,sz001330,2026-02-11,high_zone,>20%,0.7684,bull_aligned,6.9608,simulated,10.773,10.773,3.0,12.490216199999999,9.628907400000001,9.628907400000001,4.0,sl,-0.1062
4176,sz002506,2026-02-11,high_trap,10~15%,1.0,bull_aligned,2.4527,high_trap_skip,,,,,,,,,
4177,sz301526,2026-02-11,high_trap,10~15%,0.943,bull_aligned,6.1026,high_trap_skip,,,,,,,,,
4178,sz301231,2026-02-11,main_wave,>20%,0.6824,neutral,28.3329,simulated,38.016000000000005,38.016000000000005,2.0,44.74103040000001,33.533913600000005,33.533913600000005,20.0,sl,-0.1179
4179,sh603729,2026-02-12,high_trap,>20%,1.0,bull_aligned,15.5356,high_trap_skip,,,,,,,,,
4180,sz000070,2026-02-12,high_trap,>20%,1.0,bull_aligned,9.9606,high_trap_skip,,,,,,,,,
4181,bj920368,2026-02-12,high_trap,>20%,0.9566,bull_aligned,28.2018,high_trap_skip,,,,,,,,,
4182,sz300058,2026-02-12,high_zone,>20%,0.7379,neutral,12.4965,simulated,18.639,18.639,1.0,21.6100566,16.6595382,16.6595382,6.0,sl,-0.1062
4183,sh688726,2026-02-12,high_trap,>20%,0.8722,bull_aligned,38.0272,high_trap_skip,,,,,,,,,
4184,sh605287,2026-02-12,high_trap,>20%,1.0,bull_aligned,31.764,high_trap_skip,,,,,,,,,
4185,sz300912,2026-02-12,high_trap,>20%,0.852,bull_aligned,16.3035,high_trap_skip,,,,,,,,,
4186,sh603256,2026-02-12,high_trap,15~20%,0.938,bull_aligned,34.509,high_trap_skip,,,,,,,,,
4187,sz002455,2026-02-12,high_trap,>20%,1.0,bull_aligned,6.9959,high_trap_skip,,,,,,,,,
4188,sz002378,2026-02-12,high_trap,3~5%,0.9318,bull_aligned,15.5984,high_trap_skip,,,,,,,,,
4189,sh600397,2026-02-12,high_trap,0~3%,0.9647,bull_aligned,7.9614,high_trap_skip,,,,,,,,,
4190,sz002969,2026-02-12,high_trap,>20%,1.0,bull_aligned,13.171,high_trap_skip,,,,,,,,,
4191,sz300842,2026-02-12,high_trap,>20%,0.8493,bull_aligned,68.4714,high_trap_skip,,,,,,,,,
4192,sz002842,2026-02-12,high_trap,>20%,0.988,bull_aligned,15.9914,high_trap_skip,,,,,,,,,
4193,sh603980,2026-02-12,high_trap,>20%,1.0,bull_aligned,4.7096,high_trap_skip,,,,,,,,,
4194,sz002323,2026-02-12,high_trap,>20%,1.0,bull_aligned,1.5227,high_trap_skip,,,,,,,,,
4195,bj920493,2026-02-12,main_wave,>20%,0.5275,bull_aligned,121.5093,observe_expire,149.193,,,,,,,observe_expire,
4196,sz002931,2026-02-12,high_trap,>20%,0.8677,bull_aligned,52.3875,high_trap_skip,,,,,,,,,
4197,sh603533,2026-02-13,high_trap,>20%,1.0,bull_aligned,20.3789,high_trap_skip,,,,,,,,,
