position_ratio,zone_tag,trend_tag,bbi_value,ma13,ma55,ma13_slope,atr20,atr20_pct,vol_tag,golden_trend_t0,gt_n,gt_k,gt_offset,last_close,ma30,ma45,ma90,ma150,ma240,dist_ma30,dist_ma90,dist_ma150,dist_ma240,slope_ma30,slope_ma90,slope_ma240,support_score,ma_zone,macd_hist,macd_hist_slope,macd_hist_accel,rsi_value,rsi_slope,kdj_j,kdj_j_slope,kdj_k,signal_idx,stock_code,t0_date,data_source,pre_bars
0.6859,main_wave,bull_aligned,18.5325,18.1623,15.3205,0.3008,1.1275,0.0526,medium,13.9869,17.0,2.0,0.95,21.45,18.6947,16.4202,13.071,11.27,,0.1474,0.641,0.9033,,0.047007,0.046285,0.0,6.0,transition,0.8467,1.0568,0.7371,70.1,14.9353,64.8,61.3568,42.81,2458,sz300528,2025-09-10,60m,201
0.7181,high_zone,bull_aligned,116.6001,120.6377,79.057,19.7711,12.1106,0.0984,high,69.6206,16.0,2.0,0.95,123.0543,95.7425,84.7374,65.038,56.1347,,0.2853,0.892,1.1921,,0.140036,0.091594,0.0,6.0,transition,-3.8432,-13.2341,-10.705,58.62,-31.9962,53.98,-28.4234,65.33,2459,sz300394,2025-09-10,60m,201
0.8039,high_trap,bull_aligned,130.3506,136.332,83.1159,7.1215,15.7746,0.1207,high,78.0169,15.0,2.0,0.95,130.7182,114.6118,92.358,65.5072,51.9734,,0.1405,0.9955,1.5151,,0.144867,0.101936,0.0,6.0,transition,-6.8267,-7.5212,-8.5727,55.58,-19.872,66.37,-30.4942,75.5,2460,sz301489,2025-09-10,60m,201
0.9831,high_trap,bull_aligned,41.6361,42.9038,32.0329,5.2131,2.931,0.0532,medium,29.0674,15.0,2.0,0.95,55.13,36.0253,33.3416,28.8433,25.9806,,0.5303,0.9114,1.122,,0.091412,0.054802,0.0,6.0,transition,2.1123,1.2362,1.2545,85.96,2.8866,100.26,8.4646,95.79,2461,sz301448,2025-09-10,60m,201
0.4254,main_wave,bull_aligned,19.6036,20.6031,13.6069,3.5177,2.9115,0.1456,high,9.8394,20.0,2.0,0.95,20.0,15.5763,14.1056,12.7823,12.3187,,0.284,0.5647,0.6236,,0.1379,0.057595,0.0,6.0,transition,-1.1777,-2.7228,-1.1495,56.9,-36.1011,28.66,-12.7603,41.01,2462,bj920223,2025-09-11,60m,201
0.7126,high_zone,bull_aligned,25.0606,24.1083,20.7397,3.9242,2.2585,0.0658,high,16.6279,20.0,2.0,0.95,34.3388,21.7669,21.1368,19.6872,19.1364,,0.5776,0.7442,0.7944,,0.082304,0.040896,0.0,6.0,transition,3.4059,1.8201,0.2676,75.52,18.7247,62.9,-45.4033,67.13,2463,bj920252,2025-09-11,60m,201
0.5286,main_wave,bull_aligned,16.8556,16.7007,15.1138,1.5189,1.5847,0.0865,high,12.0125,20.0,2.0,0.95,18.3237,15.5211,15.2395,14.5648,13.8082,,0.1806,0.2581,0.327,,0.042193,0.025965,0.0,6.0,transition,0.6975,0.1649,0.0435,58.42,-18.5051,33.39,-17.3257,49.77,2464,bj920580,2025-09-11,60m,201
0.6592,main_wave,neutral,44.1403,47.6108,29.5835,-0.1831,5.955,0.1317,high,25.9879,17.0,2.0,0.95,45.22,38.0373,31.7696,25.5121,22.8822,,0.1888,0.7725,0.9762,,0.127322,0.064801,0.0,6.0,transition,-3.1189,-0.1151,2.6507,59.34,-5.7213,57.68,-0.5307,60.57,2465,bj920438,2025-09-11,60m,201
0.5223,main_wave,neutral,143.0648,151.3983,116.8939,-15.8836,20.5147,0.1769,high,88.8683,19.0,2.0,0.95,115.9751,146.8031,124.9775,86.8112,65.1252,,-0.21,0.3359,0.7808,,0.049144,0.058599,0.0,5.0,transition,-17.6193,-2.5587,10.9194,40.81,-26.7449,11.6,-12.9581,26.78,2466,sz301357,2025-09-11,60m,191
0.5091,main_wave,neutral,124.7247,126.0323,97.5345,-16.6192,15.1205,0.1398,high,84.8046,17.0,2.0,0.95,108.18,129.3717,109.8647,72.2751,56.4701,,-0.1638,0.4968,0.9157,,0.04545,0.068259,0.0,5.0,transition,-7.9642,2.6025,4.202,42.58,-5.5721,4.87,-14.48,15.24,2467,sz300436,2025-09-11,60m,201
0.7189,high_zone,bull_aligned,108.9542,117.4115,73.9315,22.6038,11.8795,0.0935,high,65.1112,18.0,1.9,0.95,127.0,86.218,77.5684,69.1964,65.1141,,0.473,0.8354,0.9504,,0.13094,0.054612,0.0,6.0,transition,-3.4052,-4.6822,13.088,66.36,-6.4752,65.84,16.4744,65.71,2468,sh688228,2025-09-11,60m,191
0.6129,main_wave,neutral,20.6414,21.6185,14.908,0.9592,1.8565,0.1026,high,14.4654,14.0,2.0,0.95,18.1,19.0927,16.3249,12.2654,10.5199,,-0.052,0.4757,0.7206,,0.060723,0.061933,0.0,5.0,transition,-1.5433,-0.8724,0.4946,45.62,-17.8055,33.45,-23.2176,50.01,2469,sh688660,2025-09-11,60m,201
0.5748,main_wave,neutral,20.2532,22.2054,14.4808,-0.4677,2.009,0.1109,high,14.3612,15.0,2.0,0.95,18.11,18.2977,15.5788,12.6155,11.1406,,-0.0103,0.4355,0.6256,,0.088326,0.051596,0.0,5.0,transition,-2.2263,-0.4088,0.9782,46.69,-20.8399,40.91,-10.7502,50.99,2470,sh600410,2025-09-11,60m,201
0.6092,main_wave,neutral,158.6897,171.517,121.4739,-10.9552,18.0545,0.1246,high,108.4602,17.0,2.0,0.95,144.9318,146.8906,129.0924,105.2626,99.3018,,-0.0133,0.3769,0.4595,,0.068909,0.041467,0.0,5.0,transition,-14.3784,2.0291,13.7209,46.6,-8.0234,45.18,-0.3924,52.18,2471,sz300870,2025-09-11,60m,201
0.9907,high_trap,bull_aligned,6.5067,6.4554,6.3627,0.1346,0.2685,0.0352,medium,5.6505,21.0,1.501,0.95,7.63,6.3973,6.4698,6.2474,6.1791,,0.1927,0.2213,0.2348,,0.00682,0.000445,0.0,6.0,transition,0.3169,0.2635,0.1289,71.9,31.8867,115.98,43.9273,85.27,2472,sh600173,2025-09-11,60m,201
0.6554,main_wave,bull_aligned,30.4071,31.1204,27.0138,1.8783,2.7969,0.0883,high,21.9738,17.0,2.0,0.95,31.679,28.2063,27.1918,26.494,24.7729,,0.1231,0.1957,0.2788,,0.045569,0.017396,0.0,6.0,transition,0.103,-0.2253,-0.826,56.28,-5.5401,53.49,2.1346,55.89,2473,bj920509,2025-09-11,60m,201
0.919,high_trap,bull_aligned,59.1203,60.3649,43.3941,10.5033,4.7538,0.0676,high,39.2754,16.0,2.0,0.98,70.3556,48.6406,44.9626,40.7575,35.305,,0.4464,0.7262,0.9928,,0.126188,0.06166,0.0,6.0,transition,1.9023,-2.0745,-2.9629,81.51,-5.0162,89.12,2.9484,90.59,2474,sh605288,2025-09-11,60m,201
0.928,high_trap,bull_aligned,40.704,40.1638,29.0214,8.9854,2.9005,0.0517,medium,25.6772,17.0,1.822,0.95,56.06,32.447,30.0473,25.8983,24.0183,,0.7277,1.1646,1.3341,,0.145296,0.074191,0.0,6.0,transition,4.5719,1.1602,0.3699,90.49,-0.5736,92.54,6.2119,92.73,2475,sz300450,2025-09-11,60m,201
0.6972,main_wave,bull_aligned,60.5369,62.7134,44.058,4.2408,6.0724,0.1001,high,39.2258,15.0,2.0,0.95,60.6595,54.995,47.8145,35.2721,29.476,,0.103,0.7198,1.0579,,0.095397,0.074002,0.0,6.0,transition,-2.6333,-1.08,5.257,54.86,-7.5455,42.75,-3.8579,53.1,2476,sz301389,2025-09-11,60m,201
0.5067,main_wave,bull_aligned,17.7348,17.6135,17.1825,0.4619,0.935,0.0518,medium,14.731,20.0,1.697,0.95,18.0358,17.2143,17.1223,17.5658,17.3812,,0.0477,0.0268,0.0377,,0.01668,0.010315,0.0,6.0,transition,0.1104,-0.414,-0.9337,55.24,-1.1709,33.06,-33.5225,42.01,2477,bj920765,2025-09-11,60m,201
0.676,main_wave,neutral,84.236,88.1105,69.4826,-2.3774,9.2338,0.1077,high,58.456,17.0,2.0,0.95,85.7308,78.6024,71.8616,64.1378,64.7887,,0.0907,0.3367,0.3232,,0.060507,0.026351,0.0,6.0,transition,-2.3816,2.1546,2.3452,55.76,1.3513,59.72,9.186,58.33,2478,bj920808,2025-09-11,60m,191
0.6904,main_wave,bull_aligned,116.8396,123.2742,80.3025,17.5399,12.2795,0.1028,high,71.0652,16.0,2.0,0.95,119.4135,97.327,86.09,65.98,56.5914,,0.2269,0.8098,1.1101,,0.12414,0.086133,0.0,6.0,transition,-6.5557,-8.9729,3.8448,56.66,-18.6935,49.28,-7.8484,60.14,2479,sz300394,2025-09-11,60m,201
0.5377,main_wave,bull_aligned,29.8173,30.5296,25.8119,2.8701,3.2288,0.1046,high,20.0305,20.0,2.0,0.95,30.8689,26.7999,26.0797,25.5667,25.281,,0.1518,0.2074,0.221,,0.044691,0.02019,0.0,6.0,transition,-0.4561,-1.0692,1.9403,55.1,-13.2087,39.59,4.2102,45.39,2480,bj920906,2025-09-12,60m,201
0.494,main_wave,bull_aligned,17.0499,16.915,15.1739,1.5159,1.6334,0.0922,high,11.9586,20.0,2.0,0.95,17.7069,15.6116,15.3164,14.6165,13.8628,,0.1342,0.2114,0.2773,,0.043369,0.025819,0.0,6.0,transition,0.2303,-1.0929,-1.5588,55.68,-6.0363,23.59,-73.3266,40.77,2481,bj920580,2025-09-12,60m,201
1.0,high_trap,bull_aligned,17.6685,17.8562,14.8367,1.9623,0.775,0.0358,medium,14.2289,15.0,1.503,0.95,21.66,15.7367,15.2211,13.3899,12.1959,,0.3764,0.6176,0.776,,0.06128,0.046848,0.0,6.0,transition,0.8414,0.3412,0.6175,81.15,1.9682,103.08,20.2093,98.26,2482,sz002058,2025-09-12,60m,200
0.6428,main_wave,neutral,44.2872,47.5692,30.0289,-0.9662,6.0885,0.1369,high,26.6034,17.0,2.0,0.95,44.46,38.833,32.3318,25.8014,23.0778,,0.1449,0.7232,0.9265,,0.120032,0.062579,0.0,6.0,transition,-2.9476,0.1623,1.7475,57.55,-6.9125,56.47,-3.0578,59.24,2483,bj920438,2025-09-12,60m,201
0.9463,high_trap,bull_aligned,8.4895,8.8492,6.6082,0.6062,0.7265,0.0778,high,5.8905,15.0,2.0,0.95,9.34,7.5213,6.8729,5.7988,5.4163,,0.2418,0.6107,0.7244,,0.07843,0.047761,0.0,6.0,transition,-0.1442,-0.1984,-0.1227,63.31,-8.4774,87.91,-8.6916,86.61,2484,sh600601,2025-09-12,60m,201
0.5359,main_wave,neutral,57.2887,60.4092,44.5169,-5.2708,6.2535,0.1352,high,40.6863,17.0,2.0,0.95,46.27,57.3267,48.0487,32.8006,24.5887,,-0.1929,0.4106,0.8818,,0.064384,0.070631,0.0,5.0,transition,-6.9093,-1.7196,3.2279,38.83,-22.1306,4.88,-38.7034,26.85,2485,sh601606,2025-09-12,60m,201
0.5967,main_wave,neutral,20.0447,22.0069,14.6458,-0.8892,1.962,0.1057,high,14.5125,15.0,2.0,0.95,18.56,18.5703,15.7756,12.7107,11.2027,,-0.0006,0.4602,0.6567,,0.079148,0.046144,0.0,5.0,transition,-1.9885,0.0745,1.5227,48.33,-10.2554,42.45,-5.7178,49.25,2486,sh600410,2025-09-12,60m,201
0.5192,main_wave,neutral,123.6538,123.8277,98.9118,-15.1354,14.952,0.1361,high,84.2281,18.0,2.0,0.95,109.84,129.7997,111.0096,73.1563,56.9821,,-0.1538,0.5014,0.9276,,0.035908,0.066022,0.0,5.0,transition,-6.598,3.1566,2.7093,43.71,-4.1651,-0.1,-9.9516,10.17,2487,sz300436,2025-09-12,60m,201
0.6686,main_wave,bull_aligned,29.6883,29.7089,29.0511,0.7973,2.0347,0.0654,high,23.7664,22.0,2.0,0.95,31.1352,28.7438,28.8667,28.4135,27.2083,,0.0832,0.0958,0.1443,,0.012675,0.010264,0.0,6.0,transition,0.5202,0.0754,0.2794,56.34,2.9307,51.24,-16.8693,54.48,2488,bj920634,2025-09-12,60m,201
0.5942,main_wave,bull_aligned,17.7744,17.6836,17.189,0.3895,0.9167,0.0508,medium,14.7503,20.0,1.684,0.95,18.0358,17.2622,17.1448,17.5843,17.3951,,0.0448,0.0257,0.0368,,0.015902,0.009649,0.0,6.0,transition,0.023,-0.4523,-0.8372,55.24,-10.046,33.72,-21.1217,40.11,2489,bj920765,2025-09-12,60m,201
0.8767,high_trap,bull_aligned,35.0491,35.7528,26.3976,2.1412,3.0682,0.0788,high,24.1107,14.0,2.0,0.95,38.9221,30.8418,27.9338,23.7996,22.8935,,0.262,0.6354,0.7001,,0.088092,0.04416,0.0,6.0,transition,0.4011,0.1391,-0.519,68.5,-8.3251,83.8,-6.9443,85.94,2490,sh600580,2025-09-12,60m,201
0.6024,main_wave,neutral,20.3049,21.5754,15.0796,0.6954,1.8645,0.1042,high,14.3756,15.0,2.0,0.95,17.89,19.127,16.5318,12.3774,10.5847,,-0.0647,0.4454,0.6902,,0.045077,0.057138,0.0,5.0,transition,-1.7746,-0.9411,0.019,44.91,-18.712,25.5,-32.6179,41.89,2491,sh688660,2025-09-12,60m,201
0.7946,high_zone,bull_aligned,36.2677,37.2761,31.4717,0.7171,2.7074,0.0694,high,27.5365,14.0,1.99,0.95,39.0197,34.0304,32.2363,30.1636,30.0646,,0.1466,0.2936,0.2979,,0.042557,0.016502,0.0,6.0,transition,-0.1491,0.6615,1.4057,63.43,4.2695,72.49,18.3953,66.11,2492,sz002335,2025-09-12,60m,201
0.8808,high_trap,bull_aligned,8.1567,8.3058,6.0555,0.8547,0.5901,0.066,high,5.6749,14.0,2.0,0.95,8.9461,6.9984,6.3509,5.4718,5.2644,,0.2783,0.6349,0.6994,,0.105392,0.04796,0.0,6.0,transition,0.0144,-0.3134,-0.3605,72.68,-11.4118,84.54,-13.7693,89.15,2493,sz002062,2025-09-12,60m,201
1.0,high_trap,bull_aligned,20.6399,20.3669,19.5444,0.9992,1.4155,0.0538,medium,16.0542,20.0,2.0,0.95,26.33,19.805,19.7007,19.2263,19.2193,,0.3295,0.3695,0.37,,0.016249,0.011972,0.0,6.0,transition,1.1759,0.5103,0.2008,72.68,8.1484,93.69,16.8069,76.26,2494,bj920407,2025-09-15,60m,202
0.455,main_wave,bull_aligned,24.7154,24.8502,22.3751,1.8951,1.8242,0.0709,high,18.5088,20.0,1.763,0.95,25.731,22.6514,22.3036,22.0882,22.2287,,0.136,0.1649,0.1576,,0.041574,0.013247,0.0,6.0,transition,-0.2866,-1.6717,-1.4677,56.1,-30.8895,24.49,-4.6791,34.54,2495,bj920237,2025-09-15,60m,202
0.5662,main_wave,bull_aligned,26.9017,26.5595,21.3674,4.4374,2.5806,0.0866,high,16.7939,19.0,2.0,0.95,29.8009,22.8999,21.9473,20.1256,19.4403,,0.3014,0.4807,0.5329,,0.095051,0.041924,0.0,6.0,transition,0.6281,-2.7778,-4.5979,61.55,-29.0632,40.72,-22.18,50.21,2496,bj920252,2025-09-15,60m,202
1.0,high_trap,bull_aligned,18.9155,19.0692,15.2205,2.5223,0.86,0.036,medium,14.77,16.0,1.456,0.95,23.88,16.3697,15.6516,13.6906,12.3845,,0.4588,0.7443,0.9282,,0.084299,0.053372,0.0,6.0,transition,1.131,0.4373,0.295,85.41,13.2592,101.64,-1.0362,99.57,2497,sz002058,2025-09-15,60m,201
0.5179,main_wave,bull_aligned,20.0718,20.3835,17.866,1.4318,1.5781,0.0762,high,15.0533,19.0,1.649,0.95,20.701,18.4665,18.0025,17.8912,17.4045,,0.121,0.157,0.1894,,0.037463,0.01183,0.0,6.0,transition,-0.4216,-1.0743,0.7027,55.41,-11.3562,28.51,-1.5625,35.86,2498,bj920926,2025-09-15,60m,202
1.0,high_trap,bull_aligned,8.3202,8.3377,7.0902,0.7923,0.5105,0.0458,medium,6.3402,16.0,1.77,0.95,11.15,7.5117,7.2204,7.0913,6.3372,,0.4844,0.5723,0.7595,,0.056097,0.031033,0.0,6.0,transition,0.7479,0.6622,0.5961,86.4,24.0863,105.83,12.7637,97.77,2499,sh603359,2025-09-15,60m,192
0.7909,high_zone,bull_aligned,45.5682,47.9762,31.1353,0.1362,6.088,0.1186,high,28.1407,16.0,2.0,0.95,51.32,40.7587,33.7127,26.5029,23.5242,,0.2591,0.9364,1.1816,,0.120226,0.063999,0.0,6.0,transition,-0.7683,2.3507,2.4658,67.37,5.7398,76.61,18.9263,69.6,2500,bj920438,2025-09-15,60m,202
0.9366,high_trap,bull_aligned,118.6809,132.4585,78.6938,24.5538,14.3195,0.089,high,68.6778,18.0,2.0,0.95,160.93,94.49,83.2842,71.9515,67.1625,,0.7031,1.2366,1.3961,,0.152359,0.062648,0.0,6.0,transition,3.1873,6.5925,11.2747,76.46,13.6423,97.04,31.1984,84.52,2501,sh688228,2025-09-15,60m,192
1.0,high_trap,bull_aligned,2.948,2.8887,2.4354,0.4291,0.1761,0.0422,medium,2.253,18.0,1.31,0.98,4.1715,2.5644,2.4761,2.3401,2.2773,,0.6267,0.7826,0.8317,,0.082877,0.032385,0.0,6.0,transition,0.3568,0.2178,0.1219,88.33,21.3746,106.21,2.3399,98.09,2502,sh600103,2025-09-15,60m,202
0.9029,high_trap,bull_aligned,18.4591,18.3811,17.3353,0.837,1.1158,0.0519,medium,14.6614,19.0,1.744,0.95,21.5141,17.6067,17.3335,17.6948,17.4556,,0.2219,0.2158,0.2325,,0.027667,0.011133,0.0,6.0,transition,0.8432,0.7328,1.1468,74.24,10.96,106.98,73.9278,81.21,2503,bj920765,2025-09-15,60m,202
0.9259,high_trap,neutral,10.8983,11.0692,9.52,-0.0515,1.0115,0.0803,high,8.0948,17.0,1.958,0.95,12.59,10.2853,9.7593,9.1276,8.2655,,0.2241,0.3793,0.5232,,0.045683,0.023473,0.0,6.0,transition,0.3795,0.7951,0.5958,68.29,19.2711,100.83,58.3826,79.04,2504,sz300004,2025-09-15,60m,202
0.9049,high_trap,bull_aligned,62.0713,63.7977,47.6822,7.7262,5.0475,0.0733,high,41.0951,16.0,2.0,0.95,68.89,53.4613,50.8584,40.825,37.2317,,0.2886,0.6874,0.8503,,0.079765,0.053361,0.0,6.0,transition,0.2942,-1.771,-1.4406,68.92,-10.1768,86.54,-3.0455,88.78,2505,sz300469,2025-09-15,60m,202
0.7712,high_zone,neutral,95.9343,100.2677,63.5187,-0.9108,12.1275,0.11,high,58.9167,16.0,2.0,0.95,110.24,88.6293,70.7893,51.1554,42.5007,,0.2438,1.155,1.5938,,0.119057,0.075171,0.0,6.0,transition,-2.022,6.1806,12.6412,63.66,4.3685,64.65,26.2748,58.37,2506,sh688110,2025-09-15,60m,199
0.8986,high_trap,neutral,6.8158,6.7285,6.1609,-0.2992,0.382,0.0513,medium,5.7192,16.0,1.914,0.95,7.44,6.9563,6.5251,5.5958,4.5659,,0.0695,0.3296,0.6295,,0.012567,0.033321,0.0,6.0,transition,0.2043,0.4451,0.2892,60.45,23.4145,83.93,58.3403,60.3,2507,sz000691,2025-09-15,60m,201
1.0,high_trap,bull_aligned,135.1662,136.6769,102.7567,20.6,13.0495,0.0711,high,84.3569,17.0,2.0,0.95,183.6,114.145,106.2053,96.9791,90.1767,,0.6085,0.8932,1.036,,0.111744,0.032352,0.0,6.0,transition,7.779,1.5008,3.7031,78.34,1.0886,99.23,35.4876,86.14,2508,sh688521,2025-09-15,60m,192
0.4069,main_wave,neutral,20.6098,20.8679,17.7963,-1.4941,1.8831,0.1166,high,15.7076,18.0,2.0,0.95,16.1525,20.9005,18.8165,14.8117,12.3842,,-0.2272,0.0905,0.3043,,0.042472,0.040455,0.0,5.0,transition,-1.7315,-0.9851,-1.1502,36.81,-17.7245,-9.3,-56.9065,15.94,2509,sh600475,2025-09-15,60m,202
0.8385,high_trap,bull_aligned,30.3316,30.1818,29.1417,1.0299,2.258,0.0665,high,23.6429,21.0,2.0,0.95,33.9602,29.0608,28.9804,28.5314,27.3968,,0.1686,0.1903,0.2396,,0.022159,0.010823,0.0,6.0,transition,0.6984,0.002,-0.5065,63.21,3.7886,75.27,8.8896,63.54,2510,bj920634,2025-09-15,60m,202
1.0,high_trap,bull_aligned,96.3315,96.3739,89.868,0.624,5.5257,0.0504,medium,79.1473,15.0,1.808,0.95,109.6645,94.3576,90.9517,88.0513,90.1683,,0.1622,0.2455,0.2162,,0.02221,0.004718,0.0,6.0,transition,2.7708,4.0502,2.2098,66.4,13.2044,107.6,64.0986,82.03,2511,sz001309,2025-09-15,60m,202
0.6361,main_wave,bull_aligned,26.342,27.0177,23.9007,1.6492,1.929,0.0731,high,19.6418,18.0,2.0,0.95,26.39,24.659,24.2629,22.5289,22.1419,,0.0702,0.1714,0.1919,,0.023464,0.021196,0.0,6.0,transition,-0.623,-1.0233,-0.1305,54.68,-22.9903,37.3,-12.3334,45.48,2512,bj920932,2025-09-15,60m,202
0.5798,main_wave,neutral,30.1961,31.358,26.7251,1.9569,2.3756,0.0792,high,22.855,17.0,1.695,0.95,29.9806,27.914,27.0601,26.2226,25.8683,,0.074,0.1433,0.159,,0.036031,0.011485,0.0,6.0,transition,-1.1175,-1.2492,0.3891,53.08,-34.7238,35.4,-9.4018,44.9,2513,bj920523,2025-09-15,60m,202
0.9029,high_trap,bull_aligned,18.4591,18.3811,17.3353,0.837,1.1158,0.0519,medium,14.6614,19.0,1.744,0.95,21.5141,17.6067,17.3335,17.6948,17.4556,,0.2219,0.2158,0.2325,,0.027667,0.011133,0.0,6.0,transition,0.8432,0.7328,1.1468,74.24,10.96,106.98,73.9278,81.21,2514,bj920765,2025-09-16,60m,201
0.649,main_wave,bull_aligned,30.5398,31.8777,26.0943,3.2202,3.3836,0.1003,high,20.2099,20.0,2.0,0.95,33.7268,27.3827,26.449,25.7434,25.4581,,0.2317,0.3101,0.3248,,0.051574,0.019245,0.0,6.0,transition,-0.3454,-0.4741,0.8053,60.27,2.3588,53.59,6.4309,50.16,2515,bj920906,2025-09-16,60m,201
0.4605,main_wave,bull_aligned,20.005,22.1238,14.1324,2.5777,3.0935,0.1473,high,10.5098,19.0,2.0,0.95,21.0,16.5967,14.7758,13.1126,12.532,,0.2653,0.6015,0.6757,,0.108662,0.04415,0.0,6.0,transition,-1.2896,-0.1119,2.6109,58.2,-9.3584,39.0,10.349,40.72,2516,bj920223,2025-09-16,60m,201
0.9089,high_trap,bull_aligned,140.2614,143.9021,91.294,7.9973,17.4281,0.1115,high,82.5878,15.0,2.0,0.95,156.3722,126.2096,102.1789,70.969,55.2267,,0.239,1.2034,1.8315,,0.12569,0.102058,0.0,6.0,transition,0.6641,7.1817,9.7879,62.53,3.0076,86.11,17.4812,85.69,2517,sz301489,2025-09-16,60m,201
0.784,high_zone,bull_aligned,30.8133,32.2382,26.2037,0.8906,2.5762,0.0811,high,22.7323,16.0,1.948,0.95,31.7576,28.4232,26.7641,25.2324,23.9471,,0.1173,0.2586,0.3262,,0.054506,0.015523,0.0,6.0,transition,-0.7023,0.1884,0.3477,57.09,-2.4619,69.01,6.3225,68.59,2518,bj920978,2025-09-16,60m,201
0.5364,main_wave,neutral,21.5132,21.4948,21.0858,0.1961,0.7291,0.0342,medium,18.9281,19.0,1.37,0.95,21.2865,21.1334,21.0425,21.4628,22.0707,,0.0072,-0.0082,-0.0355,,0.009349,-0.001755,0.0,3.0,bottom,-0.117,-0.3093,-0.3314,49.32,-16.8786,36.91,-21.806,49.27,2519,bj920000,2025-09-16,60m,201
0.7708,high_zone,neutral,110.9763,115.7677,83.8665,-4.3038,14.123,0.1084,high,70.9985,17.0,2.0,0.95,130.27,101.4623,89.4847,74.4434,72.3516,,0.2839,0.7499,0.8005,,0.079873,0.037549,0.0,6.0,transition,0.3078,8.4036,7.5168,65.87,12.237,77.84,33.5638,64.78,2520,sh688702,2025-09-16,60m,201
1.0,high_trap,bull_aligned,113.5035,110.4869,77.2031,5.3623,9.364,0.0621,high,78.121,14.0,2.0,0.95,150.8,104.8307,86.3656,60.7346,54.9075,,0.4385,1.4829,1.7464,,0.12323,0.090594,0.0,6.0,transition,9.9511,11.1228,5.1734,79.77,24.9634,108.34,29.8551,95.9,2521,sh603516,2025-09-16,60m,201
0.9156,high_trap,bull_aligned,62.8159,65.3935,45.2581,8.9343,5.1005,0.0719,high,41.713,16.0,2.0,0.98,70.9653,52.0941,47.3782,42.0513,36.2285,,0.3623,0.6876,0.9588,,0.122875,0.056671,0.0,6.0,transition,-0.3156,-2.2179,-0.1433,73.44,-14.1828,89.35,0.2356,90.04,2522,sh605288,2025-09-16,60m,201
0.9259,high_trap,neutral,10.8983,11.0692,9.52,-0.0515,1.0115,0.0803,high,8.0948,17.0,1.958,0.95,12.59,10.2853,9.7593,9.1276,8.2655,,0.2241,0.3793,0.5232,,0.045683,0.023473,0.0,6.0,transition,0.3795,0.7951,0.5958,68.29,19.2711,100.83,58.3826,79.04,2523,sz300004,2025-09-16,60m,201
0.9203,high_trap,bull_aligned,124.188,131.676,87.2944,25.6941,12.307,0.0776,high,74.3633,17.0,2.0,0.95,158.6232,100.0171,91.2054,80.0637,74.3605,,0.586,0.9812,1.1332,,0.137919,0.06249,0.0,6.0,transition,3.1209,-2.9363,-1.6982,77.7,-7.2388,91.31,-2.1379,89.71,2524,sz301488,2025-09-16,60m,201
1.0,high_trap,bull_aligned,3.7123,3.5562,2.8802,0.7308,0.216,0.0392,medium,2.5031,18.0,1.698,0.95,5.51,3.0887,2.9571,2.695,2.6403,,0.7839,1.0445,1.0869,,0.118137,0.049001,0.0,6.0,transition,0.561,0.1964,-0.0721,93.14,13.4724,101.22,-10.1142,98.23,2525,sh600376,2025-09-16,60m,201
0.9847,high_trap,bull_aligned,79.6229,79.4991,64.8757,7.2644,5.9783,0.0606,high,56.4735,16.0,1.887,0.95,98.6754,70.2831,66.0543,61.7789,59.4669,,0.404,0.5972,0.6593,,0.08751,0.033719,0.0,6.0,transition,5.1951,4.0742,1.6027,79.6,18.7793,101.33,-1.7578,96.51,2526,sz300857,2025-09-16,60m,201
0.4715,main_wave,bull_aligned,21.6367,21.5054,20.0622,1.0023,1.7605,0.0778,high,16.151,20.0,2.0,0.95,22.63,20.4503,20.2176,19.6134,18.9227,,0.1066,0.1538,0.1959,,0.023182,0.015288,0.0,6.0,transition,0.0829,-0.9207,-1.7181,56.63,-24.6893,22.34,-5.7885,30.35,2527,bj920857,2025-09-16,60m,201
0.6925,main_wave,neutral,20.0418,21.3223,15.0259,-1.2354,1.961,0.0955,high,14.5081,16.0,2.0,0.95,20.53,19.1787,16.2288,12.9133,11.345,,0.0705,0.5898,0.8096,,0.078261,0.041306,0.0,6.0,transition,-0.9921,1.2342,1.6431,55.12,3.9452,56.82,15.9125,54.31,2528,sh600410,2025-09-16,60m,201
1.0,high_trap,bull_aligned,80.9397,87.0769,60.5417,6.8286,7.3096,0.0722,high,56.5467,16.0,2.0,0.95,101.2976,70.6774,63.6946,53.1911,46.9635,,0.4332,0.9044,1.1569,,0.094298,0.058229,0.0,6.0,transition,1.5525,5.5882,6.8053,73.67,13.2139,105.5,45.7759,88.48,2529,sh603083,2025-09-16,60m,201
0.4477,main_wave,bull_aligned,21.6432,21.7131,20.1029,0.9569,1.745,0.0788,high,16.1707,20.0,1.995,0.95,22.14,20.5343,20.2767,19.651,18.9598,,0.0782,0.1267,0.1677,,0.020982,0.012546,0.0,6.0,transition,-0.1252,-0.6414,0.3584,54.38,-10.1249,21.75,4.3431,28.05,2530,bj920857,2025-09-17,60m,201
0.6075,main_wave,bull_aligned,30.6552,32.6169,26.2283,3.2378,3.4225,0.1048,high,20.3214,19.0,2.0,0.95,32.6613,27.6738,26.6269,25.8235,25.5402,,0.1802,0.2648,0.2788,,0.051189,0.01719,0.0,6.0,transition,-0.4372,0.019,1.0882,57.56,-4.6757,51.57,11.9776,50.01,2531,bj920906,2025-09-17,60m,201
